student_id,gender,study_time_hours,attendance_percent,sleep_hours,parental_education,internet_access,extracurricular_activities,part_time_job,previous_grade,final_exam_score,final_grade,final_grade_category,final_grade_binary
576,Female,5.5,87.9,6.1,Bachelors,Yes,Yes,No,65.3,81.1,B,High Grade,1
577,Male,3.8,90.2,6.2,Bachelors,Yes,Yes,Yes,46.8,75.6,C,Low Grade,0
578,Female,4.6,91.5,5.5,High School,Yes,Yes,No,68.2,95.5,A,High Grade,1
579,Female,3.4,90.6,8.3,Bachelors,Yes,No,No,41.6,83.3,B,High Grade,1
580,Female,5.7,85.9,6.5,Masters,Yes,No,Yes,74.2,95.7,A,High Grade,1
581,Female,2.5,83.0,7.2,Bachelors,Yes,Yes,No,58.2,70.4,C,Low Grade,0
582,Male,6.2,83.5,6.1,High School,Yes,Yes,Yes,72.0,82.7,B,High Grade,1
583,Female,3.4,83.1,4.6,High School,Yes,No,No,85.8,76.7,C,Low Grade,0
584,Female,1.4,96.3,7.1,High School,Yes,Yes,No,58.6,68.4,D,Low Grade,0
585,Female,3.7,90.9,4.5,High School,Yes,No,No,82.7,84.6,B,High Grade,1
586,Male,2.5,55.6,6.7,Bachelors,Yes,Yes,No,64.8,67.7,D,Low Grade,0
587,Female,4.8,91.6,5.2,Bachelors,No,Yes,No,91.0,89.2,B,High Grade,1
588,Male,2.5,86.9,9.2,Masters,Yes,Yes,No,65.6,85.0,B,High Grade,1
589,Female,2.8,84.8,7.9,Bachelors,Yes,No,No,59.9,77.3,C,Low Grade,0
590,Male,0.7,81.1,6.9,Masters,Yes,Yes,Yes,78.2,72.2,C,Low Grade,0
591,Male,2.8,96.2,8.3,High School,Yes,No,Yes,64.8,89.0,B,High Grade,1
592,Female,0.5,94.5,5.8,Bachelors,Yes,Yes,No,59.9,63.2,D,Low Grade,0
593,Male,1.1,77.3,7.5,Masters,Yes,Yes,No,64.3,73.2,C,Low Grade,0
594,Female,4.6,89.1,7.0,High School,No,Yes,No,69.5,87.0,B,High Grade,1
595,Female,4.7,75.3,7.1,High School,Yes,No,Yes,86.1,88.5,B,High Grade,1
596,Female,4.1,71.2,8.3,PhD,Yes,No,No,46.8,80.4,B,High Grade,1
597,Male,2.0,78.7,7.7,High School,Yes,Yes,Yes,70.3,80.2,B,High Grade,1
598,Male,3.4,93.6,7.1,Masters,No,Yes,No,77.5,80.9,B,High Grade,1
599,Female,3.5,94.5,4.8,High School,Yes,Yes,No,72.3,86.4,B,High Grade,1
600,Female,1.8,90.1,5.6,Masters,Yes,Yes,No,85.7,86.3,B,High Grade,1
601,Male,5.8,92.3,6.7,High School,Yes,Yes,Yes,69.1,93.4,A,High Grade,1
602,Female,4.8,90.2,6.9,High School,Yes,No,No,67.8,95.1,A,High Grade,1
603,Female,3.2,78.6,5.4,Bachelors,Yes,No,No,77.1,83.9,B,High Grade,1
604,Female,3.5,89.3,9.7,High School,Yes,Yes,No,71.2,100.0,A,High Grade,1
605,Male,3.8,93.0,8.6,Bachelors,Yes,Yes,No,65.3,80.9,B,High Grade,1
606,Male,0.5,92.5,7.5,High School,Yes,No,No,76.2,76.4,C,Low Grade,0
607,Male,3.1,96.9,6.9,High School,No,No,No,62.2,73.6,C,Low Grade,0
608,Female,2.5,92.1,6.5,High School,Yes,Yes,No,62.7,84.0,B,High Grade,1
609,Female,2.0,88.5,5.7,High School,No,Yes,Yes,63.7,58.6,F,Low Grade,0
610,Female,3.1,95.7,6.9,Unknown,Yes,Yes,No,86.2,96.3,A,High Grade,1
611,Male,6.2,84.7,7.1,High School,Yes,Yes,No,31.3,78.8,C,Low Grade,0
612,Female,4.5,76.2,5.3,Bachelors,Yes,Yes,Yes,74.7,79.8,C,Low Grade,0
613,Female,2.6,83.4,7.2,High School,Yes,Yes,Yes,70.4,70.0,C,Low Grade,0
614,Female,4.4,77.6,6.6,High School,Yes,No,No,49.8,75.0,C,Low Grade,0
615,Female,5.6,78.2,4.5,Unknown,Yes,Yes,Yes,73.7,95.0,A,High Grade,1
616,Male,4.9,83.6,5.8,High School,Yes,Yes,No,75.7,92.4,A,High Grade,1
617,Male,3.6,77.1,6.3,Unknown,Yes,Yes,Yes,77.1,86.4,B,High Grade,1
618,Female,2.5,81.9,9.1,High School,Yes,No,No,38.2,79.1,C,Low Grade,0
619,Male,4.5,66.1,7.5,Masters,Yes,No,No,86.4,91.5,A,High Grade,1
620,Male,4.1,87.1,5.2,Bachelors,Yes,Yes,No,61.1,80.3,B,High Grade,1
621,Female,4.8,85.0,7.4,PhD,Yes,Yes,No,78.2,98.3,A,High Grade,1
622,Female,4.5,76.8,4.9,Bachelors,No,No,No,78.9,79.3,C,Low Grade,0
623,Male,5.1,91.6,8.1,Bachelors,Yes,Yes,No,59.5,89.5,B,High Grade,1
624,Female,2.7,94.4,6.2,High School,Yes,Yes,Yes,77.9,75.7,C,Low Grade,0
625,Male,5.5,68.9,6.7,High School,Yes,Yes,Yes,65.4,89.6,B,High Grade,1
626,Female,3.8,77.4,8.4,Unknown,Yes,Yes,Yes,45.1,71.0,C,Low Grade,0
627,Male,6.6,77.3,5.3,High School,No,Yes,No,84.0,96.8,A,High Grade,1
628,Female,2.5,75.6,5.1,Bachelors,Yes,No,Yes,60.7,61.9,D,Low Grade,0
629,Male,6.1,93.3,6.1,Masters,Yes,No,Yes,59.7,93.9,A,High Grade,1
630,Male,3.8,83.1,8.0,High School,Yes,Yes,No,65.2,81.3,B,High Grade,1
631,Male,2.5,82.4,5.0,Unknown,Yes,No,No,73.3,77.6,C,Low Grade,0
632,Female,2.8,65.0,3.4,Masters,No,Yes,No,69.3,71.4,C,Low Grade,0
633,Male,3.0,91.4,6.3,Bachelors,Yes,Yes,Yes,76.6,89.4,B,High Grade,1
634,Male,4.1,72.6,7.5,PhD,Yes,No,Yes,53.9,74.3,C,Low Grade,0
635,Female,4.3,85.6,8.2,High School,Yes,No,No,61.1,76.0,C,Low Grade,0
636,Female,2.6,87.8,6.2,High School,Yes,Yes,Yes,68.6,96.3,A,High Grade,1
637,Male,3.5,98.6,6.3,Bachelors,Yes,Yes,No,92.8,100.0,A,High Grade,1
638,Male,6.7,71.9,8.2,High School,Yes,No,No,68.6,99.9,A,High Grade,1
639,Female,6.1,54.8,4.6,Masters,Yes,No,No,83.0,83.8,B,High Grade,1
640,Female,4.2,86.8,6.3,Unknown,No,No,Yes,70.5,79.4,C,Low Grade,0
641,Female,3.6,100.0,7.0,Bachelors,Yes,Yes,No,64.2,86.0,B,High Grade,1
642,Female,3.7,97.4,7.3,High School,Yes,Yes,No,67.0,97.9,A,High Grade,1
643,Female,4.4,87.1,6.2,Unknown,Yes,Yes,No,68.0,90.5,A,High Grade,1
644,Male,2.0,80.1,6.8,Bachelors,No,Yes,No,77.2,70.4,C,Low Grade,0
645,Female,3.1,93.1,3.8,Bachelors,Yes,No,Yes,86.5,82.9,B,High Grade,1
646,Male,1.0,75.3,6.0,Bachelors,Yes,Yes,Yes,74.3,75.5,C,Low Grade,0
647,Male,4.1,89.8,7.3,Unknown,Yes,Yes,No,84.2,100.0,A,High Grade,1
648,Male,4.5,90.1,5.6,Bachelors,Yes,No,No,58.4,94.0,A,High Grade,1
649,Female,2.8,95.6,6.9,Masters,Yes,Yes,No,65.0,88.9,B,High Grade,1
650,Male,5.9,100.0,7.3,Masters,Yes,Yes,No,61.3,97.3,A,High Grade,1
651,Male,1.7,88.9,6.4,High School,Yes,No,No,73.8,59.5,F,Low Grade,0
652,Female,1.3,79.9,7.0,Bachelors,Yes,No,No,65.7,73.3,C,Low Grade,0
653,Male,3.8,84.7,5.6,Masters,Yes,No,No,78.8,88.0,B,High Grade,1
654,Male,5.1,67.3,6.6,Bachelors,No,Yes,Yes,58.8,74.8,C,Low Grade,0
655,Female,6.0,78.1,7.5,Masters,No,No,No,70.5,89.9,B,High Grade,1
656,Male,2.8,80.9,7.0,Unknown,Yes,No,Yes,78.2,72.6,C,Low Grade,0
657,Male,5.1,79.8,6.1,Bachelors,Yes,Yes,No,45.2,83.6,B,High Grade,1
658,Male,3.4,86.5,7.1,Masters,Yes,Yes,No,95.5,100.0,A,High Grade,1
659,Female,3.2,76.8,7.7,Masters,Yes,No,No,66.6,84.3,B,High Grade,1
660,Female,4.8,96.2,4.3,Masters,Yes,Yes,Yes,45.7,85.4,B,High Grade,1
661,Female,4.5,85.0,8.2,Bachelors,Yes,No,No,71.9,95.2,A,High Grade,1
662,Male,1.1,84.9,6.4,High School,Yes,Yes,Yes,70.4,69.0,D,Low Grade,0
663,Male,5.7,81.7,7.3,Bachelors,Yes,Yes,No,69.0,94.2,A,High Grade,1
664,Female,5.6,86.6,8.2,Masters,Yes,Yes,Yes,81.9,99.7,A,High Grade,1
665,Male,2.6,93.3,5.2,Bachelors,Yes,No,No,79.0,85.8,B,High Grade,1
666,Male,4.1,76.3,5.9,Masters,Yes,Yes,No,73.6,91.7,A,High Grade,1
667,Female,4.2,78.4,6.5,Bachelors,Yes,Yes,No,75.4,92.2,A,High Grade,1
668,Female,3.9,82.0,5.9,Bachelors,Yes,No,No,68.7,96.3,A,High Grade,1
669,Male,2.7,71.5,8.9,High School,Yes,No,Yes,91.3,97.6,A,High Grade,1
670,Male,2.5,76.8,5.8,Masters,Yes,No,Yes,52.2,66.4,D,Low Grade,0
671,Male,3.5,80.2,6.1,Bachelors,Yes,Yes,No,71.7,60.8,D,Low Grade,0
672,Female,5.3,93.7,7.0,High School,No,Yes,No,70.8,99.8,A,High Grade,1
673,Female,4.3,87.6,5.4,High School,Yes,No,Yes,79.8,85.2,B,High Grade,1
674,Female,2.9,86.9,6.3,Masters,Yes,No,No,59.9,73.2,C,Low Grade,0
675,Female,4.7,93.5,7.2,Bachelors,Yes,Yes,No,49.1,83.8,B,High Grade,1
676,Male,0.5,83.6,6.4,High School,No,Yes,Yes,71.9,61.3,D,Low Grade,0
677,Female,5.2,88.9,6.7,Unknown,No,No,Yes,73.4,90.6,A,High Grade,1
678,Female,0.9,84.0,6.2,Masters,Yes,Yes,Yes,87.9,67.7,D,Low Grade,0
679,Female,3.0,87.7,5.0,Unknown,No,No,No,54.8,63.6,D,Low Grade,0
680,Female,1.8,79.2,7.2,Bachelors,Yes,Yes,No,83.9,84.1,B,High Grade,1
681,Female,1.6,60.6,8.9,Bachelors,Yes,Yes,No,98.4,86.2,B,High Grade,1
682,Male,5.2,83.7,6.8,PhD,Yes,No,No,65.5,93.9,A,High Grade,1
683,Male,2.8,99.2,7.1,Bachelors,Yes,Yes,Yes,54.5,73.9,C,Low Grade,0
684,Female,4.0,94.3,7.6,Masters,No,Yes,No,65.1,79.3,C,Low Grade,0
685,Male,3.4,94.7,5.3,High School,Yes,Yes,No,70.2,83.8,B,High Grade,1
686,Female,4.2,97.4,8.8,Bachelors,No,Yes,Yes,76.8,91.7,A,High Grade,1
687,Female,3.6,85.9,7.0,High School,Yes,No,No,62.9,91.7,A,High Grade,1
688,Male,1.6,87.0,8.8,High School,Yes,No,No,88.7,74.4,C,Low Grade,0
689,Male,5.0,78.8,5.9,High School,Yes,No,No,56.6,81.5,B,High Grade,1
690,Female,2.8,81.8,9.0,High School,Yes,Yes,No,49.1,67.7,D,Low Grade,0
691,Female,1.2,91.2,7.7,Unknown,Yes,Yes,Yes,83.3,71.0,C,Low Grade,0
692,Female,2.9,97.0,7.5,High School,Yes,Yes,Yes,42.7,79.9,C,Low Grade,0
693,Male,5.8,83.6,7.1,Masters,No,No,No,67.6,92.2,A,High Grade,1
694,Female,4.8,80.5,6.5,Masters,Yes,No,Yes,100.0,100.0,A,High Grade,1
695,Female,3.0,85.0,8.2,Bachelors,Yes,No,No,69.9,89.6,B,High Grade,1
696,Female,3.0,91.0,7.0,High School,Yes,Yes,No,56.6,77.5,C,Low Grade,0
697,Male,3.0,70.6,4.4,Masters,Yes,Yes,No,69.3,72.6,C,Low Grade,0
698,Female,6.6,62.0,5.5,Bachelors,No,Yes,No,69.4,97.9,A,High Grade,1
699,Female,4.1,79.5,6.6,Masters,Yes,Yes,No,71.9,85.5,B,High Grade,1
700,Male,4.1,72.8,7.2,Masters,Yes,Yes,No,77.9,92.1,A,High Grade,1
701,Female,5.0,79.9,6.7,Unknown,Yes,No,No,57.5,84.5,B,High Grade,1
702,Female,3.9,83.5,8.3,Bachelors,Yes,Yes,Yes,90.3,82.8,B,High Grade,1
703,Male,3.1,80.5,4.5,High School,Yes,Yes,Yes,72.9,65.4,D,Low Grade,0
704,Female,3.2,99.5,7.0,Bachelors,Yes,Yes,No,78.7,89.6,B,High Grade,1
705,Male,3.4,88.3,4.6,High School,Yes,No,Yes,62.5,83.1,B,High Grade,1
706,Male,3.4,88.0,7.7,PhD,Yes,No,Yes,85.4,94.2,A,High Grade,1
707,Female,4.6,91.2,6.7,High School,Yes,No,Yes,66.9,92.9,A,High Grade,1
708,Female,3.6,73.6,7.3,High School,Yes,No,No,73.3,77.1,C,Low Grade,0
709,Female,4.6,95.4,5.8,Masters,Yes,Yes,No,58.8,98.3,A,High Grade,1
710,Female,3.4,84.2,8.3,Bachelors,Yes,No,Yes,58.0,72.1,C,Low Grade,0
711,Male,3.6,91.7,8.1,Bachelors,Yes,Yes,No,78.3,94.6,A,High Grade,1
712,Female,0.5,74.3,7.5,Bachelors,Yes,Yes,No,64.7,67.1,D,Low Grade,0
713,Male,4.9,69.5,6.6,PhD,No,No,Yes,59.8,72.2,C,Low Grade,0
714,Female,4.0,93.2,7.5,High School,Yes,No,No,62.3,95.6,A,High Grade,1
715,Female,5.0,88.8,6.0,PhD,Yes,Yes,No,78.4,91.9,A,High Grade,1
716,Female,0.5,76.0,7.8,High School,No,Yes,No,62.5,54.1,F,Low Grade,0
717,Male,6.6,76.3,8.8,Masters,Yes,Yes,No,68.6,98.5,A,High Grade,1
718,Female,3.3,96.3,8.1,Masters,Yes,Yes,Yes,70.2,85.0,B,High Grade,1
719,Female,5.2,73.1,5.9,High School,Yes,Yes,No,47.0,99.1,A,High Grade,1
720,Female,1.9,100.0,7.2,Bachelors,Yes,Yes,Yes,52.3,78.2,C,Low Grade,0
721,Female,4.4,76.0,5.2,High School,Yes,Yes,No,74.0,83.8,B,High Grade,1
722,Male,1.9,91.4,7.5,Masters,Yes,No,No,61.2,70.7,C,Low Grade,0
723,Female,2.6,81.7,7.3,Bachelors,No,Yes,No,82.7,69.9,D,Low Grade,0
724,Male,6.4,91.0,4.6,Bachelors,Yes,Yes,Yes,81.6,93.7,A,High Grade,1
725,Male,3.2,79.6,5.4,High School,Yes,Yes,No,78.6,84.9,B,High Grade,1
726,Male,3.8,83.4,6.5,High School,Yes,No,No,91.8,100.0,A,High Grade,1
727,Male,4.8,85.4,6.4,High School,Yes,Yes,No,69.0,97.5,A,High Grade,1
728,Male,4.2,75.0,5.3,High School,Yes,Yes,No,77.8,88.0,B,High Grade,1
729,Male,3.7,92.4,7.3,Bachelors,Yes,Yes,No,63.0,85.0,B,High Grade,1
730,Female,4.0,79.9,7.1,PhD,Yes,No,No,99.4,98.9,A,High Grade,1
731,Male,7.1,82.7,6.6,Masters,Yes,No,No,93.8,100.0,A,High Grade,1
732,Male,3.4,75.1,5.9,Bachelors,No,No,No,70.1,85.0,B,High Grade,1
733,Male,3.8,59.4,8.1,Unknown,No,No,No,74.6,74.3,C,Low Grade,0
734,Female,5.1,83.1,8.8,Masters,Yes,No,No,86.3,99.6,A,High Grade,1
735,Female,5.2,100.0,6.2,Unknown,Yes,No,Yes,68.2,79.8,C,Low Grade,0
736,Male,5.3,92.8,6.1,Bachelors,Yes,Yes,No,62.1,91.3,A,High Grade,1
737,Female,4.5,84.8,7.4,High School,No,Yes,No,80.5,95.0,A,High Grade,1
738,Male,1.8,82.4,6.4,High School,Yes,No,Yes,70.9,66.6,D,Low Grade,0
739,Male,6.0,85.2,6.6,Masters,Yes,Yes,No,72.2,93.1,A,High Grade,1
740,Female,1.8,90.5,7.7,High School,Yes,Yes,No,60.0,81.8,B,High Grade,1
741,Male,4.0,73.2,4.5,High School,Yes,No,No,49.4,62.9,D,Low Grade,0
742,Female,2.4,96.1,8.4,Bachelors,Yes,Yes,No,72.8,94.0,A,High Grade,1
743,Female,3.4,92.2,6.9,Bachelors,Yes,No,Yes,80.9,85.0,B,High Grade,1
744,Male,4.0,92.2,6.3,Bachelors,Yes,No,Yes,67.3,82.4,B,High Grade,1
745,Male,4.0,89.4,6.7,High School,Yes,Yes,No,87.2,89.5,B,High Grade,1
746,Female,4.1,85.2,6.8,Bachelors,Yes,No,Yes,61.6,83.3,B,High Grade,1
747,Male,5.9,91.7,4.7,Bachelors,Yes,Yes,Yes,57.3,100.0,A,High Grade,1
748,Male,4.2,90.9,8.6,Unknown,No,Yes,No,69.2,92.4,A,High Grade,1
749,Male,3.1,81.5,6.8,Masters,Yes,Yes,No,69.0,77.0,C,Low Grade,0
750,Female,4.9,79.3,7.3,Unknown,No,No,No,79.2,95.1,A,High Grade,1
751,Female,5.3,86.0,7.9,Masters,Yes,No,No,60.7,88.8,B,High Grade,1
752,Male,1.7,100.0,5.6,Bachelors,Yes,Yes,Yes,86.4,93.2,A,High Grade,1
753,Female,4.4,72.6,7.4,High School,Yes,No,Yes,93.6,96.4,A,High Grade,1
754,Female,4.6,70.3,6.5,Masters,Yes,Yes,No,69.5,67.2,D,Low Grade,0
755,Female,3.1,86.6,7.8,Bachelors,Yes,No,No,85.0,84.6,B,High Grade,1
756,Female,5.6,85.5,4.2,Bachelors,Yes,Yes,Yes,57.3,89.8,B,High Grade,1
757,Female,3.3,86.7,6.7,Bachelors,Yes,No,No,82.9,90.3,A,High Grade,1
758,Male,3.7,87.4,6.1,Bachelors,Yes,Yes,Yes,82.6,82.5,B,High Grade,1
759,Male,3.2,82.8,7.3,High School,Yes,Yes,No,80.4,84.5,B,High Grade,1
760,Male,3.5,99.9,7.4,Bachelors,No,Yes,Yes,69.8,72.1,C,Low Grade,0
761,Female,1.9,69.0,6.0,High School,Yes,No,Yes,34.5,53.2,F,Low Grade,0
762,Female,1.3,76.7,5.9,Masters,No,Yes,Yes,62.3,74.0,C,Low Grade,0
763,Male,5.9,84.0,6.7,High School,Yes,No,No,62.5,96.8,A,High Grade,1
764,Female,2.2,68.6,5.7,High School,Yes,Yes,No,58.3,81.2,B,High Grade,1
765,Male,2.0,83.2,7.8,Bachelors,Yes,Yes,No,71.5,85.4,B,High Grade,1
766,Male,0.5,100.0,6.4,Masters,Yes,Yes,No,65.0,81.1,B,High Grade,1
767,Male,2.5,85.2,3.3,Bachelors,Yes,No,No,60.1,83.9,B,High Grade,1
768,Female,1.5,87.3,6.4,High School,Yes,Yes,Yes,57.3,71.2,C,Low Grade,0
769,Female,6.0,72.4,5.6,Bachelors,Yes,No,No,61.4,85.5,B,High Grade,1
770,Male,5.0,78.8,4.8,High School,Yes,No,No,83.5,98.4,A,High Grade,1
771,Male,2.5,81.2,5.3,Unknown,Yes,No,No,62.1,82.6,B,High Grade,1
772,Male,6.9,81.8,6.9,Unknown,Yes,Yes,Yes,63.8,91.6,A,High Grade,1
773,Male,5.0,97.8,8.4,Bachelors,Yes,No,No,64.5,91.3,A,High Grade,1
774,Female,3.0,90.6,7.2,High School,Yes,No,Yes,74.1,84.3,B,High Grade,1
775,Female,0.5,73.9,6.1,Masters,Yes,Yes,No,75.5,74.6,C,Low Grade,0
776,Male,6.9,87.5,7.3,High School,Yes,No,Yes,33.5,88.6,B,High Grade,1
777,Male,1.4,90.0,6.2,Bachelors,Yes,Yes,No,82.3,73.6,C,Low Grade,0
778,Female,1.0,96.4,6.0,High School,Yes,Yes,No,87.2,95.8,A,High Grade,1
779,Female,5.0,100.0,5.4,Unknown,Yes,Yes,No,57.4,87.1,B,High Grade,1
780,Male,7.2,74.8,4.7,High School,Yes,Yes,No,58.3,89.9,B,High Grade,1
781,Male,5.6,76.9,6.3,Bachelors,No,Yes,No,64.6,79.1,C,Low Grade,0
782,Male,4.3,72.4,7.0,Masters,Yes,Yes,No,60.9,97.6,A,High Grade,1
783,Female,4.4,82.7,6.7,Bachelors,Yes,No,No,72.7,90.3,A,High Grade,1
784,Female,4.8,89.7,6.3,High School,Yes,Yes,No,46.6,78.1,C,Low Grade,0
785,Female,4.6,94.9,5.7,Unknown,Yes,Yes,No,56.6,92.6,A,High Grade,1
786,Male,3.9,84.2,7.5,Bachelors,Yes,Yes,Yes,88.5,97.0,A,High Grade,1
787,Male,3.7,81.8,5.2,Bachelors,Yes,No,No,58.9,77.0,C,Low Grade,0
788,Female,3.4,86.5,7.7,High School,Yes,No,No,84.9,96.8,A,High Grade,1
789,Female,2.4,76.6,5.6,Bachelors,Yes,No,No,74.3,72.1,C,Low Grade,0
790,Male,3.1,100.0,5.9,Bachelors,Yes,No,No,48.3,75.4,C,Low Grade,0
791,Female,1.0,68.9,5.0,High School,Yes,Yes,No,77.6,57.6,F,Low Grade,0
792,Female,3.4,86.8,6.2,High School,No,No,Yes,68.6,67.6,D,Low Grade,0
793,Male,2.0,100.0,8.0,Masters,Yes,Yes,Yes,64.5,91.2,A,High Grade,1
794,Female,1.8,85.1,7.4,High School,Yes,Yes,Yes,72.9,86.8,B,High Grade,1
795,Male,3.8,83.1,8.0,High School,Yes,No,No,75.7,89.5,B,High Grade,1
796,Male,5.6,81.4,7.4,Bachelors,Yes,Yes,No,78.5,100.0,A,High Grade,1
797,Male,4.9,83.2,5.5,Masters,Yes,No,No,84.1,93.4,A,High Grade,1
798,Male,1.1,98.7,6.4,High School,Yes,No,No,74.9,78.7,C,Low Grade,0
799,Male,2.0,62.9,5.9,Bachelors,Yes,Yes,Yes,53.5,60.8,D,Low Grade,0
800,Male,4.9,100.0,8.4,High School,Yes,Yes,No,64.3,96.1,A,High Grade,1
801,Male,2.0,70.8,5.4,High School,Yes,Yes,No,100.0,83.0,B,High Grade,1
802,Female,3.2,82.3,7.9,High School,Yes,No,No,78.7,94.0,A,High Grade,1
803,Male,4.3,80.7,7.9,Masters,Yes,No,No,98.4,100.0,A,High Grade,1
804,Male,2.0,90.9,9.0,High School,Yes,Yes,No,86.7,94.6,A,High Grade,1
805,Female,3.7,69.0,6.3,High School,Yes,Yes,No,72.9,87.7,B,High Grade,1
806,Female,1.5,89.6,7.7,Bachelors,Yes,No,No,73.6,82.1,B,High Grade,1
807,Female,2.6,100.0,9.5,Masters,Yes,No,Yes,69.6,80.1,B,High Grade,1
808,Male,4.0,71.4,6.1,High School,No,Yes,Yes,49.1,57.8,F,Low Grade,0
809,Female,1.1,86.9,5.0,Bachelors,Yes,Yes,No,70.2,74.3,C,Low Grade,0
810,Male,4.2,78.4,4.5,High School,No,No,No,84.5,82.5,B,High Grade,1
811,Male,3.5,89.3,7.7,Bachelors,Yes,Yes,No,62.8,85.9,B,High Grade,1
812,Male,4.3,85.2,4.5,Bachelors,Yes,Yes,No,74.9,88.4,B,High Grade,1
813,Male,3.8,78.6,6.4,Bachelors,Yes,No,No,80.2,100.0,A,High Grade,1
814,Female,5.5,89.9,7.3,High School,No,No,Yes,59.1,75.6,C,Low Grade,0
815,Female,3.7,100.0,7.0,High School,Yes,Yes,No,64.6,78.0,C,Low Grade,0
816,Male,2.9,83.1,7.3,High School,Yes,Yes,No,57.8,80.0,B,High Grade,1
817,Male,3.7,92.2,7.1,Bachelors,Yes,Yes,Yes,60.1,80.2,B,High Grade,1
818,Male,4.3,72.1,8.3,High School,Yes,Yes,No,54.5,82.2,B,High Grade,1
819,Female,3.6,75.4,5.7,Masters,Yes,No,No,59.2,79.6,C,Low Grade,0
820,Male,3.6,89.7,6.0,Unknown,No,Yes,No,87.0,96.3,A,High Grade,1
821,Male,2.4,99.8,5.9,Unknown,No,No,No,59.0,65.4,D,Low Grade,0
822,Female,2.5,88.6,7.8,PhD,Yes,No,No,71.5,79.9,C,Low Grade,0
823,Female,1.4,81.9,7.9,Bachelors,No,Yes,No,64.0,71.6,C,Low Grade,0
824,Male,6.1,85.0,7.3,Masters,Yes,Yes,No,84.1,100.0,A,High Grade,1
825,Female,1.6,72.5,8.2,High School,Yes,Yes,No,85.7,93.9,A,High Grade,1
826,Female,2.5,91.0,5.4,Bachelors,Yes,No,Yes,80.4,87.5,B,High Grade,1
827,Male,2.4,93.8,8.8,Bachelors,Yes,No,No,73.7,86.3,B,High Grade,1
828,Female,4.8,80.5,8.6,Bachelors,No,Yes,Yes,67.2,77.6,C,Low Grade,0
829,Male,3.1,80.3,7.7,Masters,Yes,No,Yes,55.7,70.2,C,Low Grade,0
830,Female,5.4,87.7,8.9,High School,Yes,No,No,93.3,100.0,A,High Grade,1
831,Male,2.5,80.6,4.8,High School,Yes,No,Yes,60.9,73.5,C,Low Grade,0
832,Male,3.9,84.3,6.2,Unknown,Yes,Yes,No,78.0,91.2,A,High Grade,1
833,Male,2.2,100.0,5.9,High School,Yes,Yes,Yes,82.7,78.1,C,Low Grade,0
834,Female,6.7,82.5,7.7,Bachelors,No,No,No,63.3,89.0,B,High Grade,1
835,Male,1.7,81.4,5.5,Unknown,Yes,Yes,Yes,82.5,82.0,B,High Grade,1
836,Female,4.0,78.5,7.7,Bachelors,Yes,Yes,Yes,79.2,89.5,B,High Grade,1
837,Male,4.5,92.4,8.4,Bachelors,Yes,Yes,Yes,90.7,100.0,A,High Grade,1
838,Male,4.1,83.2,7.6,High School,Yes,Yes,No,64.4,88.7,B,High Grade,1
839,Female,3.2,78.5,7.1,High School,Yes,Yes,No,54.6,86.0,B,High Grade,1
840,Male,3.3,98.2,5.6,PhD,Yes,No,Yes,63.9,82.9,B,High Grade,1
841,Male,3.6,99.2,5.8,Bachelors,Yes,Yes,No,72.5,88.6,B,High Grade,1
842,Female,3.3,79.0,8.3,Bachelors,Yes,Yes,No,70.7,79.2,C,Low Grade,0
843,Male,4.9,66.3,7.7,High School,Yes,No,No,65.3,85.1,B,High Grade,1
844,Male,6.8,95.1,6.8,High School,Yes,Yes,No,47.1,80.2,B,High Grade,1
845,Male,2.7,78.2,6.3,Unknown,Yes,Yes,No,75.6,80.2,B,High Grade,1
846,Male,1.4,92.9,4.4,Bachelors,Yes,No,Yes,93.7,80.3,B,High Grade,1
847,Female,3.4,65.3,5.5,Bachelors,Yes,No,No,75.6,69.8,D,Low Grade,0
848,Female,7.4,93.9,9.1,High School,No,No,No,77.3,100.0,A,High Grade,1
849,Male,2.3,72.9,5.3,Masters,Yes,No,No,76.9,80.8,B,High Grade,1
850,Female,6.0,92.3,7.0,Unknown,Yes,Yes,Yes,74.8,100.0,A,High Grade,1
851,Male,6.0,85.1,8.0,Bachelors,Yes,No,Yes,81.2,99.5,A,High Grade,1
852,Female,2.7,75.5,5.3,High School,Yes,Yes,No,74.7,80.7,B,High Grade,1
853,Male,4.4,80.9,7.0,Bachelors,Yes,No,No,66.2,86.6,B,High Grade,1
854,Male,5.9,91.9,7.9,Masters,No,Yes,No,60.4,98.8,A,High Grade,1
855,Male,2.9,86.1,6.8,Bachelors,Yes,No,No,67.0,81.9,B,High Grade,1
856,Male,3.2,90.8,10.0,PhD,Yes,No,Yes,73.8,79.0,C,Low Grade,0
857,Male,2.6,100.0,4.8,Bachelors,Yes,No,No,66.2,91.7,A,High Grade,1
858,Male,2.0,69.4,8.1,PhD,Yes,Yes,No,73.8,78.8,C,Low Grade,0
859,Female,2.5,100.0,6.6,Bachelors,Yes,Yes,No,75.3,84.8,B,High Grade,1
860,Male,1.7,86.0,7.7,High School,No,No,Yes,80.0,66.5,D,Low Grade,0
861,Female,3.6,76.0,7.3,High School,Yes,No,No,85.4,91.1,A,High Grade,1
862,Male,2.3,71.7,5.9,High School,Yes,Yes,No,70.9,74.2,C,Low Grade,0
863,Female,3.9,83.1,7.1,Unknown,Yes,No,Yes,54.3,86.3,B,High Grade,1
